datum;talsperre;fuellgrad_pct;inhalt_mio_m3;quelle
2003-03-15;Obernautalsperre;90.54;13.49;https://web.archive.org/web/20030926102540id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_03_03.html
2003-04-01;Breitenbachtalsperre;89.23;6.96;https://web.archive.org/web/20030512125548id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_04_03.html
2003-04-01;Obernautalsperre;90.0;13.41;https://web.archive.org/web/20030512125548id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_04_03.html
2003-05-01;Breitenbachtalsperre;85.0;6.63;https://web.archive.org/web/20030926102239id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_05_03.html
2003-05-01;Obernautalsperre;86.04;12.82;https://web.archive.org/web/20030926102239id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_05_03.html
2003-06-01;Breitenbachtalsperre;81.28;6.34;https://web.archive.org/web/20030926102340id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_06_03.html
2003-06-01;Obernautalsperre;84.03;12.52;https://web.archive.org/web/20030926102340id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_06_03.html
2003-06-15;Breitenbachtalsperre;78.85;6.15;https://web.archive.org/web/20030926102918id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_06_03.html
2003-06-15;Obernautalsperre;84.3;12.56;https://web.archive.org/web/20030926102918id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_06_03.html
2003-07-01;Breitenbachtalsperre;74.23;5.79;https://web.archive.org/web/20030926102210id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_07_03.html
2003-07-01;Obernautalsperre;82.01;12.22;https://web.archive.org/web/20030926102210id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_07_03.html
2003-07-15;Breitenbachtalsperre;70.51;5.5;https://web.archive.org/web/20030926103125id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_07_03.html
2003-07-15;Obernautalsperre;79.46;11.84;https://web.archive.org/web/20030926103125id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_07_03.html
2003-08-01;Breitenbachtalsperre;66.03;5.15;https://web.archive.org/web/20030926102107id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_08_03.html
2003-08-01;Obernautalsperre;76.58;11.41;https://web.archive.org/web/20030926102107id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_08_03.html
2003-08-12;Breitenbachtalsperre;60.26;4.7;https://web.archive.org/web/20031114161032id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_08_03.html
2003-08-12;Obernautalsperre;71.81;10.7;https://web.archive.org/web/20031114161032id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_08_03.html
2003-10-01;Breitenbachtalsperre;50.38;3.93;https://web.archive.org/web/20031114155835id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_10_03.html
2003-10-01;Obernautalsperre;67.32;10.03;https://web.archive.org/web/20031114155835id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_10_03.html
2003-10-15;Breitenbachtalsperre;49.62;3.87;https://web.archive.org/web/20031114155907id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_10_03.html
2003-10-15;Obernautalsperre;67.52;10.06;https://web.archive.org/web/20031114155907id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_10_03.html
